PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-24 (sg-01b40d1c357914bca) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-01b40d1c357914bca;ec2_securitygroup_not_used;False;sg-01b40d1c357914bca;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-14 (sg-00b892f9efa4e0814) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-00b892f9efa4e0814;ec2_securitygroup_not_used;False;sg-00b892f9efa4e0814;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-15 (sg-0bc66643e651629dd) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0bc66643e651629dd;ec2_securitygroup_not_used;False;sg-0bc66643e651629dd;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-12 (sg-04a9ab6d35a6a8de4) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-04a9ab6d35a6a8de4;ec2_securitygroup_not_used;False;sg-04a9ab6d35a6a8de4;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--4 (sg-044ad0ea7338dbce0) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-044ad0ea7338dbce0;ec2_securitygroup_not_used;False;sg-044ad0ea7338dbce0;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-28 (sg-0003161c3fb914627) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0003161c3fb914627;ec2_securitygroup_not_used;False;sg-0003161c3fb914627;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--7 (sg-0b16338608e021959) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0b16338608e021959;ec2_securitygroup_not_used;False;sg-0b16338608e021959;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--6 (sg-034bdb14753e85207) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-034bdb14753e85207;ec2_securitygroup_not_used;False;sg-034bdb14753e85207;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group EG-SG (sg-03667e84668fbefee) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-03667e84668fbefee;ec2_securitygroup_not_used;False;sg-03667e84668fbefee;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-2 (sg-0e3756b7faacf9749) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0e3756b7faacf9749;ec2_securitygroup_not_used;False;sg-0e3756b7faacf9749;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-16 (sg-0b8ded5ed0698a732) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0b8ded5ed0698a732;ec2_securitygroup_not_used;False;sg-0b8ded5ed0698a732;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-3 (sg-0a7306065b047c47a) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0a7306065b047c47a;ec2_securitygroup_not_used;False;sg-0a7306065b047c47a;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-21 (sg-0e126e8fe16324420) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0e126e8fe16324420;ec2_securitygroup_not_used;False;sg-0e126e8fe16324420;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-19 (sg-05dd4ebdd18f412c1) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-05dd4ebdd18f412c1;ec2_securitygroup_not_used;False;sg-05dd4ebdd18f412c1;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-7 (sg-0d759a2bdfa128cd1) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0d759a2bdfa128cd1;ec2_securitygroup_not_used;False;sg-0d759a2bdfa128cd1;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-11 (sg-045dc2456086efc1d) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-045dc2456086efc1d;ec2_securitygroup_not_used;False;sg-045dc2456086efc1d;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--1 (sg-07c211d3ff7ed3416) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-07c211d3ff7ed3416;ec2_securitygroup_not_used;False;sg-07c211d3ff7ed3416;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-13 (sg-0fa04d76ad5a60f29) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0fa04d76ad5a60f29;ec2_securitygroup_not_used;False;sg-0fa04d76ad5a60f29;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-25 (sg-0b304f3d171f7dd95) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0b304f3d171f7dd95;ec2_securitygroup_not_used;False;sg-0b304f3d171f7dd95;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--3 (sg-091fb088c3998e4c9) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-091fb088c3998e4c9;ec2_securitygroup_not_used;False;sg-091fb088c3998e4c9;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-18 (sg-0f4d71516c8b2e2d3) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0f4d71516c8b2e2d3;ec2_securitygroup_not_used;False;sg-0f4d71516c8b2e2d3;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-6 (sg-08acc1093fd79a732) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-08acc1093fd79a732;ec2_securitygroup_not_used;False;sg-08acc1093fd79a732;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-27 (sg-0de6d2a27e144ae35) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0de6d2a27e144ae35;ec2_securitygroup_not_used;False;sg-0de6d2a27e144ae35;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-26 (sg-0c41cea7345a9798c) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0c41cea7345a9798c;ec2_securitygroup_not_used;False;sg-0c41cea7345a9798c;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-23 (sg-045790af312b78364) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-045790af312b78364;ec2_securitygroup_not_used;False;sg-045790af312b78364;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-20 (sg-04fcbe519245d2d53) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-04fcbe519245d2d53;ec2_securitygroup_not_used;False;sg-04fcbe519245d2d53;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-29 (sg-080e0a6bfdfded924) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-080e0a6bfdfded924;ec2_securitygroup_not_used;False;sg-080e0a6bfdfded924;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-8 (sg-0ffe3f16ec9186f36) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0ffe3f16ec9186f36;ec2_securitygroup_not_used;False;sg-0ffe3f16ec9186f36;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--5 (sg-02ddfdb7c2274ed3b) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-02ddfdb7c2274ed3b;ec2_securitygroup_not_used;False;sg-02ddfdb7c2274ed3b;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-4 (sg-047f254a8ebdbbf30) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-047f254a8ebdbbf30;ec2_securitygroup_not_used;False;sg-047f254a8ebdbbf30;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-1 (sg-060a180310cc93e3a) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-060a180310cc93e3a;ec2_securitygroup_not_used;False;sg-060a180310cc93e3a;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-5 (sg-06d75823ce655fc42) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-06d75823ce655fc42;ec2_securitygroup_not_used;False;sg-06d75823ce655fc42;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-22 (sg-0b3f5038592545c0e) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0b3f5038592545c0e;ec2_securitygroup_not_used;False;sg-0b3f5038592545c0e;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-30 (sg-008231ea5552078ba) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-008231ea5552078ba;ec2_securitygroup_not_used;False;sg-008231ea5552078ba;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--2 (sg-0edc7e028df8de3e9) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0edc7e028df8de3e9;ec2_securitygroup_not_used;False;sg-0edc7e028df8de3e9;ENS;ENS RD 311/2022 - Categoría Alta
