PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBGROUP;REQUIREMENTS_ATTRIBUTES_SERVICE;REQUIREMENTS_ATTRIBUTES_TYPE;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME;REQUIREMENTS_ATTRIBUTES_COMMENT
aws;The Federal Risk and Authorization Management Program (FedRAMP) was established in 2011. It provides a cost-effective, risk-based approach for the adoption and use of cloud services by the U.S. federal government. FedRAMP empowers federal agencies to use modern cloud technologies, with an emphasis on the security and protection of federal information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;ac-2;Manage system accounts, group memberships, privileges, workflow, notifications, deactivations, and authorizations.;Access Control (AC);;;aws;;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:ap-southeast-2:213146990554:password-policy;iam_password_policy_minimum_length_14;False;213146990554;FedRAMP-Low-Revision-4;FedRAMP Low Revision 4;
aws;The Federal Risk and Authorization Management Program (FedRAMP) was established in 2011. It provides a cost-effective, risk-based approach for the adoption and use of cloud services by the U.S. federal government. FedRAMP empowers federal agencies to use modern cloud technologies, with an emphasis on the security and protection of federal information.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;ia-2;The information system uniquely identifies and authenticates organizational users (or processes acting on behalf of organizational users).;Identification and Authentication (IA);;;aws;;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:ap-southeast-2:213146990554:password-policy;iam_password_policy_minimum_length_14;False;213146990554;FedRAMP-Low-Revision-4;FedRAMP Low Revision 4;
