PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_FUNCTION;REQUIREMENTS_ATTRIBUTES_ASSETTYPE;REQUIREMENTS_ATTRIBUTES_IMPLEMENTATIONGROUPS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-19 (sg-05dd4ebdd18f412c1) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-05dd4ebdd18f412c1;sg-05dd4ebdd18f412c1;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-7 (sg-0d759a2bdfa128cd1) has 2 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0d759a2bdfa128cd1;sg-0d759a2bdfa128cd1;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-11 (sg-045dc2456086efc1d) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-045dc2456086efc1d;sg-045dc2456086efc1d;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--1 (sg-07c211d3ff7ed3416) has 2 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-07c211d3ff7ed3416;sg-07c211d3ff7ed3416;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-13 (sg-0fa04d76ad5a60f29) has 3 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0fa04d76ad5a60f29;sg-0fa04d76ad5a60f29;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-25 (sg-0b304f3d171f7dd95) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0b304f3d171f7dd95;sg-0b304f3d171f7dd95;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group default (sg-090f341b3a192d510) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-090f341b3a192d510;sg-090f341b3a192d510;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--3 (sg-091fb088c3998e4c9) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-091fb088c3998e4c9;sg-091fb088c3998e4c9;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-18 (sg-0f4d71516c8b2e2d3) has 5 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0f4d71516c8b2e2d3;sg-0f4d71516c8b2e2d3;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-6 (sg-08acc1093fd79a732) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-08acc1093fd79a732;sg-08acc1093fd79a732;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-27 (sg-0de6d2a27e144ae35) has 2 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0de6d2a27e144ae35;sg-0de6d2a27e144ae35;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-26 (sg-0c41cea7345a9798c) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0c41cea7345a9798c;sg-0c41cea7345a9798c;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-23 (sg-045790af312b78364) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-045790af312b78364;sg-045790af312b78364;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-20 (sg-04fcbe519245d2d53) has 4 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-04fcbe519245d2d53;sg-04fcbe519245d2d53;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-29 (sg-080e0a6bfdfded924) has 3 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-080e0a6bfdfded924;sg-080e0a6bfdfded924;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-8 (sg-0ffe3f16ec9186f36) has 4 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0ffe3f16ec9186f36;sg-0ffe3f16ec9186f36;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--5 (sg-02ddfdb7c2274ed3b) has 2 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-02ddfdb7c2274ed3b;sg-02ddfdb7c2274ed3b;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-4 (sg-047f254a8ebdbbf30) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-047f254a8ebdbbf30;sg-047f254a8ebdbbf30;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-1 (sg-060a180310cc93e3a) has 3 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-060a180310cc93e3a;sg-060a180310cc93e3a;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-5 (sg-06d75823ce655fc42) has 3 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-06d75823ce655fc42;sg-06d75823ce655fc42;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-22 (sg-0b3f5038592545c0e) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0b3f5038592545c0e;sg-0b3f5038592545c0e;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-30 (sg-008231ea5552078ba) has 2 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-008231ea5552078ba;sg-008231ea5552078ba;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--2 (sg-0edc7e028df8de3e9) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0edc7e028df8de3e9;sg-0edc7e028df8de3e9;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group Kali Linux-2025.2-amd64-AutogenByAWSMP--1 (sg-03f34a362761817bd) has 3 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-03f34a362761817bd;sg-03f34a362761817bd;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-10 (sg-09af3d1131f67434c) has 3 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-09af3d1131f67434c;sg-09af3d1131f67434c;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;4.4;Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;PASS;Security group launch-wizard-17 (sg-04cb06d277b67eb6c) has 1 inbound rules and 1 outbound rules.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-04cb06d277b67eb6c;sg-04cb06d277b67eb6c;ec2_securitygroup_with_many_ingress_egress_rules;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;5.2;Use unique passwords for all enterprise assets. Best practice implementation includes, at a minimum, an 8-character password for accounts using Multi-Factor Authentication (MFA) and a 14-character password for accounts not using MFA.;5. Account Management;Protect;Users;IG1 | IG2 | IG3;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:ap-southeast-2:213146990554:password-policy;213146990554;iam_password_policy_lowercase;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;5.2;Use unique passwords for all enterprise assets. Best practice implementation includes, at a minimum, an 8-character password for accounts using Multi-Factor Authentication (MFA) and a 14-character password for accounts not using MFA.;5. Account Management;Protect;Users;IG1 | IG2 | IG3;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:ap-southeast-2:213146990554:password-policy;213146990554;iam_password_policy_minimum_length_14;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;5.2;Use unique passwords for all enterprise assets. Best practice implementation includes, at a minimum, an 8-character password for accounts using Multi-Factor Authentication (MFA) and a 14-character password for accounts not using MFA.;5. Account Management;Protect;Users;IG1 | IG2 | IG3;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:ap-southeast-2:213146990554:password-policy;213146990554;iam_password_policy_number;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;5.2;Use unique passwords for all enterprise assets. Best practice implementation includes, at a minimum, an 8-character password for accounts using Multi-Factor Authentication (MFA) and a 14-character password for accounts not using MFA.;5. Account Management;Protect;Users;IG1 | IG2 | IG3;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:ap-southeast-2:213146990554:password-policy;213146990554;iam_password_policy_reuse_24;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;5.2;Use unique passwords for all enterprise assets. Best practice implementation includes, at a minimum, an 8-character password for accounts using Multi-Factor Authentication (MFA) and a 14-character password for accounts not using MFA.;5. Account Management;Protect;Users;IG1 | IG2 | IG3;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:ap-southeast-2:213146990554:password-policy;213146990554;iam_password_policy_symbol;False;CIS-Controls;CIS Controls v8.1
